article_id,article_topic_category
22228465,crime_law
27933664,politics
28544886,politics
27973165,environment
27022006,social_issues
23648361,economy
26341743,politics
23907440,economy
25477511,economy
9843255,economy
30003804,healthcare
17905969,other
17271450,technology
23760328,crime_law
24863562,politics
20980918,politics
27965975,politics
26140463,technology
11783704,immigration
29425239,crime_law
21962079,politics
26638628,politics
23766839,politics
16503582,politics
14175830,politics
24140231,crime_law
27652245,immigration
13271868,politics
17069431,politics
24826056,environment
33026528,politics
16705238,politics
6891037,politics
29717722,economy
12146630,politics
32446913,healthcare
28787837,sports
19818348,terrorism_security
29037873,politics
22793877,religion
14619186,technology
27750341,healthcare
25960825,politics
12901815,politics
15837684,economy
16059313,education
29369773,politics
24002224,economy
17815249,healthcare
22202022,economy
30747243,terrorism_security
10762639,economy
15019936,terrorism_security
22986873,terrorism_security
23111897,politics
30224220,religion
22247585,economy
23339765,crime_law
19301640,crime_law
21821226,social_issues
30112395,healthcare
10705901,education
13118294,environment
8158602,politics
8737147,technology
13725994,politics
30507137,politics
25142690,politics
19533863,terrorism_security
13767948,crime_law
22540614,politics
16398062,politics
27460094,politics
25217039,politics
12604709,politics
25519367,politics
11935173,economy
19432228,healthcare
16983721,healthcare
12143798,politics
12245332,economy
23111923,economy
9831465,economy
15485670,social_issues
13534011,technology
8077703,religion
17382818,sports
21385229,politics
18461606,economy
8982999,politics
12271689,social_issues
12108508,economy
29514640,politics
14310961,religion
19004348,environment
25594628,technology
13835602,politics
30414897,politics
11897974,education
13584395,sports
10352910,crime_law
24389755,terrorism_security
27185790,healthcare
13204987,politics
29070764,economy
22473282,healthcare
19215002,technology
28060850,terrorism_security
20500164,technology
27325400,terrorism_security
10374471,technology
13486597,environment
22644121,technology
16124681,crime_law
11843012,politics
30686641,economy
16057802,politics
16023053,education
27747138,terrorism_security
26352002,immigration
21445732,politics
13001078,healthcare
12595502,terrorism_security
21293211,terrorism_security
14150639,politics
15359620,politics
8415327,politics
24101210,politics
17926392,technology
13351559,economy
14590737,environment
30937923,terrorism_security
28920625,social_issues
17131989,economy
16774018,crime_law
29252952,politics
21967221,social_issues
32696265,politics
32954000,politics
23149620,politics
29119877,politics
30066572,immigration
10600120,politics
23667013,social_issues
8188203,healthcare
29636734,politics
12936621,politics
12896237,politics
25249844,politics
12660473,politics
20959476,healthcare
31382232,politics
16823409,religion
26345267,environment
16625142,economy
21113553,economy
13816105,economy
10507050,education
26151269,politics
14110672,education
11973183,politics
21702419,politics
12392031,crime_law
28843172,immigration
16413952,politics
12463814,technology
28884227,healthcare
15122161,politics
16487565,technology
24030095,technology
13749352,politics
19287922,economy
17097813,politics
31255968,politics
13815421,religion
9295486,economy
13932226,religion
32174021,politics
28680324,environment
13200030,economy
22793639,politics
14059552,politics
25421365,politics
24058562,healthcare
30307073,politics
30339294,economy
20698761,politics
31393784,politics
15928185,economy
7354208,politics
27200333,politics
14302377,terrorism_security
29294152,immigration
31582539,politics
13903186,politics
20795994,crime_law
22514958,economy
11566614,politics
11566552,healthcare
27121972,politics
15770101,economy
23232598,technology
20648453,politics
15540015,politics
15690258,other
9146068,social_issues
9897809,politics
20274623,politics
23566882,technology
6928550,crime_law
28020934,education
8133369,other
18915264,environment
30274801,politics
30304223,healthcare
28544952,politics
20058923,technology
28679814,economy
31349345,politics
10176957,economy
25065594,healthcare
32292025,politics
30180460,environment
29379888,politics
17916327,economy
7454382,economy
28351566,crime_law
17634215,politics
25027187,crime_law
22729530,politics
11174065,technology
32220243,economy
12503011,economy
21032566,healthcare
9696679,crime_law
15099356,politics
27667676,politics
9968038,education
16397865,technology
29152035,economy
19584554,crime_law
24701801,politics
25149957,crime_law
10449569,politics
29039885,economy
28518686,technology
18763587,economy
7252958,politics
26589948,crime_law
21002764,crime_law
13769781,politics
13724965,religion
11876389,politics
28403383,politics
16444429,politics
26625658,politics
22038383,healthcare
12846224,immigration
26992873,politics
12701685,technology
13402206,politics
12745446,crime_law
18900112,crime_law
24612732,politics
9273890,terrorism_security
10678137,terrorism_security
29560293,healthcare
13669172,immigration
13513309,healthcare
11618013,economy
19506781,crime_law
24015150,politics
18944012,politics
24577291,sports
15397314,politics
7998247,economy
30130762,crime_law
13294602,economy
21372498,politics
29929515,religion
18606842,economy
24827588,crime_law
23570842,terrorism_security
12135766,economy
11953755,politics
14387181,politics
31271844,crime_law
14425445,education
8616435,economy
19552587,crime_law
13043182,technology
15944796,education
11642057,sports
31459366,crime_law
30019601,education
30507650,sports
29388671,economy
13585573,politics
30390422,crime_law
24651286,politics
11076649,politics
9029037,immigration
31460256,terrorism_security
29149379,politics
22003492,immigration
8767543,other
21152267,religion
29792929,technology
26098342,crime_law
23880848,crime_law
15942224,politics
28543410,healthcare
26318917,immigration
27066673,healthcare
19487645,terrorism_security
20749523,politics
24002101,politics
7381014,technology
31931797,economy
14622511,crime_law
10664421,education
26587549,religion
6937647,crime_law
11692623,economy
29758745,terrorism_security
28922048,economy
13621420,economy
15570680,environment
15503086,terrorism_security
29575427,politics
25004184,politics
10320077,economy
13566739,environment
6838514,politics
29152598,crime_law
11251554,politics
8220322,politics
25504736,politics
22532896,politics
18042235,crime_law
17133298,social_issues
29154654,technology
28136132,politics
22130056,economy
16289104,social_issues
15807273,environment
14752735,politics
31265899,crime_law
25083010,social_issues
21993622,technology
11951848,politics
11532796,technology
10819927,politics
9292728,politics
18386965,economy
26055013,politics
30084698,politics
7408513,terrorism_security
15030116,economy
10530326,politics
24747111,terrorism_security
21736287,social_issues
12745230,economy
14678810,social_issues
10583794,politics
12659392,politics
23278600,politics
30829216,immigration
13338440,politics
27954712,religion
20239059,politics
28844556,crime_law
11999471,politics
26637186,technology
22288588,crime_law
20140668,economy
20737149,politics
10275691,politics
9790536,economy
22730502,politics
19113791,crime_law
27866668,technology
14870529,economy
29945224,politics
22750488,terrorism_security
14018608,technology
29499550,terrorism_security
13130626,immigration
13566597,politics
12081808,politics
29763709,education
9789563,crime_law
29574947,healthcare
13330362,healthcare
29669144,sports
16240248,politics
15804000,technology
23410994,crime_law
32738251,politics
13670373,environment
15085097,economy
21353455,environment
26962821,politics
11717795,politics
14893506,economy
30798246,politics
32539250,politics
9475110,crime_law
18641824,politics
11395103,education
26533377,politics
26061509,environment
28760956,healthcare
24625305,technology
19526054,crime_law
10959307,technology
10507009,economy
32658198,politics
14692783,politics
12294236,education
29698228,crime_law
30525896,terrorism_security
20967781,education
18208720,immigration
12894629,religion
20966761,terrorism_security
19653109,healthcare
13013931,religion
8968473,economy
27866090,healthcare
23854578,economy
25404802,economy
20524511,technology
16812006,economy
25418417,healthcare
10809763,crime_law
29299394,terrorism_security
14531691,politics
7975778,terrorism_security
20707340,politics
13608880,education
8466800,politics
24813670,politics
27688143,religion
30171046,healthcare
20893907,technology
13216412,social_issues
10316862,immigration
29534098,economy
25805885,healthcare
14720012,politics
27376604,immigration
13476291,economy
8472432,crime_law
28696488,crime_law
21734253,technology
23986697,environment
12443000,politics
26217365,technology
12293817,healthcare
22889921,healthcare
8711720,crime_law
22883240,politics
17711151,terrorism_security
28329237,technology
31351110,immigration
28328932,economy
12525496,politics
28858282,terrorism_security
29809710,healthcare
21485683,technology
20374186,crime_law
18060537,education
10019010,economy
27637456,politics
32572124,politics
11584071,politics
10953744,education
25537008,sports
19673122,terrorism_security
14706395,religion
9560298,economy
10315174,politics
28964162,healthcare
9565267,education
11746693,healthcare
29117972,technology
7599448,education
11142650,politics
14663164,politics
25633246,crime_law
16560322,crime_law
30119960,healthcare
27376493,environment
15547506,education
12869793,politics
29700278,politics
15148652,economy
14654368,crime_law
27759105,education
17357955,politics
29725729,politics
30495936,crime_law
21311824,terrorism_security
12319048,politics
30253603,economy
30219145,healthcare
29764432,technology
12109648,education
29944680,healthcare
25761746,religion
26549924,immigration
23820366,education
19306192,healthcare
21885896,politics
15167598,healthcare
7903921,politics
24925589,politics
17415426,politics
15269957,politics
13461404,education
13293421,immigration
8753808,politics
20077746,politics
12460723,sports
13539936,politics
11509268,politics
27083382,religion
8148723,social_issues
7656847,terrorism_security
28467086,education
30830606,politics
21152482,social_issues
28517968,other
20898792,politics
32539128,terrorism_security
31046458,crime_law
8276200,economy
13875492,religion
6994118,crime_law
28820375,education
13359558,immigration
13556286,social_issues
27549551,social_issues
27438101,environment
10254960,education
21255152,terrorism_security
17442589,economy
12651824,sports
32350028,immigration
29560042,crime_law
30359054,terrorism_security
26048672,social_issues
15779530,crime_law
12681850,politics
8838178,economy
16826301,politics
25142424,politics
9552756,politics
23453387,crime_law
14460642,terrorism_security
13583671,politics
11716453,education
12271783,environment
6928508,politics
13208564,education
13205779,immigration
25016803,religion
25142542,economy
11685970,education
12375210,politics
18021265,politics
12894193,social_issues
32480941,crime_law
26883437,politics
24733043,healthcare
27198587,politics
10315192,politics
21592166,social_issues
21251940,terrorism_security
13329579,religion
17031390,politics
11672810,economy
17597290,politics
33054112,politics
31403214,politics
12898171,economy
14848521,politics
8800696,environment
8274035,crime_law
27285873,immigration
14076905,other
8654696,technology
28091316,environment
15857467,politics
8985005,crime_law
25761652,politics
12286142,religion
13423452,economy
15519596,healthcare
17790401,religion
27165050,religion
24703989,religion
11807867,politics
22375454,crime_law
21661697,politics
21113615,crime_law
15305463,technology
18726629,technology
9968236,economy
13193789,terrorism_security
7886057,social_issues
29827836,politics
29482018,terrorism_security
8982937,healthcare
8384956,politics
11687214,politics
13200495,environment
10758327,politics
28700302,politics
12965706,technology
12758327,politics
20502399,politics
23273276,economy
13825711,religion
24236607,social_issues
19012126,economy
11846762,politics
9174166,crime_law
12255959,politics
18592759,economy
16847501,education
21428718,crime_law
24519730,religion
26374001,crime_law
6994963,politics
18206406,crime_law
23628796,technology
15657533,economy
19056727,technology
8767086,economy
16068902,crime_law
16794231,economy
16745742,education
8412628,immigration
17332392,economy
29973937,education
25083379,politics
16760009,politics
30561897,politics
16190037,economy
14174959,crime_law
23207117,politics
18594937,crime_law
13629147,technology
21589681,technology
20720227,education
11777658,politics
10160796,politics
9274921,technology
14710956,healthcare
25235930,technology
12108450,economy
29005310,economy
17673557,economy
10248075,technology
8132583,technology
28004717,crime_law
28820464,education
23151152,politics
16657533,economy
13584795,politics
13329728,terrorism_security
12652866,terrorism_security
25671450,politics
15743530,politics
14171612,economy
14153876,politics
7256590,education
11876226,politics
25806219,environment
25208520,politics
12488485,politics
24827422,education
7564320,politics
8417641,technology
27037126,economy
26504012,politics
21049131,education
23232685,politics
11580291,economy
23339836,crime_law
27501626,environment
13777007,politics
9479569,politics
17504852,politics
15001409,immigration
15481225,economy
13584216,politics
23669759,education
22139781,economy
17414167,politics
12735079,healthcare
14405637,politics
9278669,politics
14269279,politics
13371640,economy
27934287,politics
27484535,technology
16638724,economy
23894784,politics
16124606,healthcare
17513257,politics
11869851,terrorism_security
27231062,healthcare
28931234,healthcare
7545324,technology
26167297,healthcare
22176005,religion
22728620,terrorism_security
15319419,economy
14690412,crime_law
13407165,healthcare
12258888,healthcare
10807121,environment
15148358,other
8785281,crime_law
15987729,politics
14033082,politics
9135422,sports
23826163,education
18815344,education
16071247,education
13696054,politics
21422523,technology
26853693,politics
32933652,education
16566977,immigration
15258988,politics
29119631,technology
25805515,crime_law
17025424,crime_law
14310243,religion
12023530,religion
11798445,politics
8313425,politics
14263909,politics
20588364,sports
18024195,terrorism_security
28543808,education
28192370,politics
17481308,economy
10975237,crime_law
29985347,crime_law
25486730,healthcare
13751652,technology
8631978,politics
12108406,healthcare
16242723,religion
30993244,healthcare
26931880,education
12869789,terrorism_security
8990560,politics
30429316,sports
13440965,terrorism_security
25944304,politics
30339754,education
32464022,economy
21413665,economy
15472482,politics
9847157,economy
7903535,healthcare
9583262,healthcare
9539724,healthcare
18378123,economy
11173614,technology
14712141,politics
16908301,terrorism_security
7130425,politics
28250602,terrorism_security
7549622,technology
17968687,technology
13960797,politics
13825824,economy
8365934,environment
22729587,education
17010222,crime_law
16530133,politics
32221846,crime_law
13803789,politics
14709711,immigration
15892875,education
13316865,education
27411862,sports
26133386,politics
12870593,social_issues
29625215,politics
24630345,social_issues
13836147,healthcare
25610382,healthcare
15480821,economy
11797008,healthcare
15198072,immigration
14841459,other
15467361,crime_law
12109564,economy
13852260,religion
18676236,politics
17415378,economy
12365720,sports
13583048,economy
11730734,politics
9563550,crime_law
19320650,politics
6970510,technology
